title	url_id	area	price	number_of_bedrooms	number_of_toilets	legal	lat	lon	district	province	property_type	property_type_id	district_id
Nhà riêng tại phố Gia Quất	pr43233456	40.0	12.2	3	4	2	21.0570450808753	105.870133473415	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Giang Văn Minh	pr43280586	45.0	8.8	3	4	2	21.0335046390918	105.827018379151	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Thăng Long Number One	pr42939998	118.0	10.0	3	2	2	21.003192313028435	105.79243671605388	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Xuân La	pr43146229	115.0	24.5	4	5	2	21.0645756557073	105.806166694343	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Phú Diễn	pr43298122	80.0	20.0	6	4	2	21.0456404102098	105.762332908708	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà biệt thự, liền kề tại Làng Việt Kiều Châu Âu Euroland	pr43277819	86.0	23.3	4	4	2	20.98338625930124	105.78629800287392	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà mặt phố tại đường Thịnh Liệt	pr43300374	45.0	10.8	2	2	2	20.9708802617908	105.844602301144	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà riêng tại đường Yên Hòa	pr43284645	40.0	7.98	3	3	2	21.0232349245331	105.795035187613	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Quang Tiến	pr43281920	51.0	11.7	5	4	2	21.0013343177217	105.757813426204	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại Hà Nội Melody Residences	pr43271799	120.0	8.29	3	2	1	20.958568691707548	105.82591700281576	Hoàng Mai	Hà Nội	Chung cư	1	13
Căn hộ chung cư tại Discovery Complex	pr42906724	100.0	7.0	3	2	-1	21.035604766183635	105.795152452323	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Diamond Flower Tower	pr39118892	122.0	8.5	3	2	2	21.005578994751	105.803749084473	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Phúc Lợi	pr43292236	72.0	8.3	6	4	2	21.0387763568923	105.934656159959	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Sunshine Golden River	pr40090037	141.5	14.0	3	2	0	21.084505263431463	105.81126410578791	Tây Hồ	Hà Nội	Chung cư	1	22
Căn hộ chung cư tại Vinhomes Green Bay Mễ Trì	pr41528594	92.81	7.2	3	2	2	20.9989585876465	105.788032531738	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr43316672	120.0	7.9	3	2	2	21.008277379025	105.803331619632	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Giếng Sen	pr43037100	50.0	16.8	5	6	2	20.9682297714669	105.754997460442	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại đường Nguyễn Văn Linh	pr43292624	80.0	7.2	2	2	1	21.033408261921	105.906395927739	Long Biên	Hà Nội	Chung cư	1	14
Căn hộ chung cư tại The Matrix One	pr43293735	88.0	8.7	2	2	2	21.00872903191947	105.77402900964417	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Định Công	pr43298058	55.0	10.8	4	4	2	20.9829645354337	105.834846446737	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Nhà mặt phố tại đường Thượng Thanh	pr43316110	90.0	19.9	4	4	2	21.0602782873437	105.892407847417	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Quang Trung	pr43019448	46.0	8.0	6	4	2	20.9636333401616	105.777670030124	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại phố Bạch Mai	pr43067974	45.0	7.9	6	4	2	20.9979419943556	105.850326620782	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Trương Định	pr43316305	40.0	9.5	4	3	2	20.9801699085501	105.844375869734	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại Hinode City	pr42907477	80.0	7.5	2	2	2	20.99595501820996	105.86128195190848	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại The Matrix One	pr43100954	83.4	8.53	2	2	2	21.00916822240944	105.77425264606543	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Khai Sơn City	pr42917710	97.0	7.7	3	2	-1	21.05221185765369	105.88479775530158	Long Biên	Hà Nội	Chung cư	1	14
Nhà riêng tại đường Xuân La	pr43278402	130.0	25.0	6	4	2	21.0640493829618	105.806036136672	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Platinum Long Biên	pr43307249	50.0	7.0	2	1	1	21.02845628545374	105.8886710656076	Long Biên	Hà Nội	Chung cư	1	14
Căn hộ chung cư tại The Zei Mỹ Đình	pr43254053	89.0	7.2	2	2	2	21.0344362390133	105.770166264123	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Fafilm - VNT Tower	pr43316162	109.0	8.15	3	2	-1	21.00246151828052	105.82035350227233	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Kosmo Tây Hồ	pr43304208	84.0	8.5	3	2	2	21.068043777377024	105.80245904651616	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại phố Phương Mai	pr43131276	41.0	11.5	4	4	2	21.0009136601209	105.839289974677	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Grandeur Palace Giảng Võ	pr43230387	83.0	12.0	2	2	2	21.0287971496582	105.825675964355	Ba Đình	Hà Nội	Chung cư	1	1
Căn hộ chung cư tại N03-T1 Ngoại Giao Đoàn	pr43131148	96.0	8.5	3	2	2	21.06581573792105	105.79806579578818	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại phường Láng Hạ	pr43313536	95.0	7.6	2	2	2	21.0160536690119	105.811885076938	Đống Đa	Hà Nội	Chung cư	1	7
Căn hộ chung cư tại Chung cư Vườn Xuân - 71 Nguyễn Chí Thanh	pr43212252	100.0	7.3	3	2	2	21.0150782661185	105.813269665611	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại đường Nguyễn Văn Cừ	pr43180011	85.0	21.8	4	2	2	21.0495575959156	105.883444001545	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Phúc Hoa	pr43114496	50.0	16.0	4	4	2	21.086975877714	105.81073279881	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà mặt phố tại phố Nông Vụ	pr43203596	78.0	23.9	5	5	2	21.0382016785734	105.931292045321	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường An Dương Vương	pr43305689	44.0	7.2	4	3	2	21.0894476978129	105.804595569381	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42059989	96.0	18.0	8	8	2	21.093852001650514	105.70271059105924	Đan Phượng	Hà Nội	Biệt thự	2	5
Nhà riêng tại đường Lạc Long Quân	pr43183155	46.0	8.8	4	4	2	21.0560615809938	105.808722522985	Tây Hồ	Hà Nội	Nhà riêng	3	22
Nhà riêng tại đường Quang Trung	pr43316463	50.0	12.5	4	4	2	20.9680134078795	105.772018546401	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Masteri West Heights	pr42165247	80.1	5.8	3	2	1	21.00627990357378	105.73705077054792	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Lạc Long Quân	pr43218232	90.0	18.5	5	5	2	21.0609052307199	105.80935150084	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại The Matrix One	pr43315533	139.1	18.68	4	3	-1	21.00917328947707	105.77340182411297	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại phường Đại Mỗ	pr43315399	48.6	9.2	5	5	2	20.9937057207284	105.761285050929	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà biệt thự, liền kề tại Vinhomes Thăng Long	pr38987693	94.4	15.0	5	5	2	20.9987506866455	105.717788696289	Hoài Đức	Hà Nội	Biệt thự	2	11
Căn hộ chung cư tại Trung Yên Plaza	pr43212377	112.0	8.5	3	2	-1	21.014182129346853	105.80202790091876	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Hoàng Văn Thái	pr43297157	50.0	25.5	2	2	2	20.9969433527959	105.824184420014	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Chung cư Nàng Hương - 583 Nguyễn Trãi	pr42547112	140.0	7.0	4	3	2	20.98617076209198	105.79553802527424	Hà Đông	Hà Nội	Chung cư	1	9
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr23806214	40.0	10.8	4	6	2	20.9574734613816	105.766461764955	Hà Đông	Hà Nội	Biệt thự	2	9
Căn hộ chung cư tại Toà nhà 93 Lò Đúc - Kinh Đô Tower	pr42907668	115.0	8.1	3	2	2	21.016064677072134	105.85680831090971	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Yên Bình	pr42734351	95.0	9.0	4	2	2	20.9459518627807	105.722313835204	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr40396592	55.0	8.6	1	1	2	21.033745396725	105.817006630232	Ba Đình	Hà Nội	Chung cư	1	1
Nhà riêng tại đường Lê Quang Đạo	pr43315286	50.0	9.0	4	4	2	21.0121677671593	105.771076989055	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại Discovery Complex	pr43230838	92.5	7.0	2	2	-1	21.03494947383124	105.79514164744616	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr43292504	96.0	17.0	3	3	-1	21.0966887155034	105.712068159596	Đan Phượng	Hà Nội	Biệt thự	2	5
Nhà riêng tại đường Hoàng Quốc Việt	pr43316256	56.0	18.5	4	4	2	21.0460722580013	105.799631186088	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	pr43280483	144.0	23.0	4	4	2	20.979238013055177	105.741786266488	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại đường Hoàng Quốc Việt	pr43315913	55.0	16.5	4	3	2	21.0460185958602	105.799525185373	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Imperia Garden	pr43279793	122.0	10.3	4	2	2	20.997638365575668	105.802501318889	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Trần Khát Chân	pr43278866	35.0	8.63	3	4	2	21.0088273558875	105.853691682921	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Tô Vĩnh Diện	pr42850961	43.0	19.8	3	5	2	20.9995943534526	105.820796738923	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Căn hộ chung cư tại Khu đô thị Trung Hòa - Nhân Chính	pr43092954	146.0	8.99	3	2	2	21.00762231128413	105.80304602861692	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Âu Cơ	pr43020666	77.4	20.0	4	4	-1	21.062939175788	105.831932296403	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Golden Land	pr38804500	104.0	7.0	3	2	2	20.993486404418945	105.8069076538086	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà mặt phố tại đường Chiến Thắng	pr43027237	64.0	26.0	2	2	2	20.9794913055392	105.795528819831	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà biệt thự, liền kề tại Vinhomes Cổ Loa	pr43154878	63.0	19.7	8	5	2	21.1156047812146	105.870112691159	Đông Anh	Hà Nội	Biệt thự	2	6
Nhà riêng tại đường Lê Quang Đạo	pr43119840	36.0	8.25	9	8	2	21.0122983711466	105.770368928779	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại Thăng Long Number One	pr43161128	136.0	10.2	4	2	2	21.00269889831543	105.79242706298828	Cầu Giấy	Hà Nội	Chung cư	1	3
Nhà riêng tại đường Nguyễn Văn Cừ	pr43149681	60.0	17.8	4	4	2	21.0495739120603	105.883317060599	Long Biên	Hà Nội	Nhà riêng	3	14
Căn hộ chung cư tại Vinhomes Metropolis - Liễu Giai	pr41775396	78.09	11.9	2	2	2	21.032889622311828	105.81705630546016	Ba Đình	Hà Nội	Chung cư	1	1
Căn hộ chung cư tại Sky Park Residence	pr42760646	80.0	8.27	3	2	2	21.02664916181605	105.78544329327882	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Royal City	pr43012687	104.0	10.5	3	2	2	21.002085044998765	105.81564701292685	Thanh Xuân	Hà Nội	Chung cư	1	26
Shophouse, nhà phố thương mại tại Vinhomes Ocean Park Gia Lâm	pr43181452	55.0	9.98	1	1	2	21.002042358222667	105.96481619019724	Gia Lâm	Hà Nội	Nhà riêng	3	8
Căn hộ chung cư tại Dreamland Bonanza	pr43296326	91.5	8.3	3	2	2	21.03183359181364	105.78156192967616	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Mipec Rubik 360	pr43147032	70.0	7.0	2	2	2	21.03766235561295	105.78579951067906	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại The Zei Mỹ Đình	pr42496893	104.0	8.6	3	2	2	21.0344498892632	105.769421111832	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Nguyễn Văn Cừ	pr43120505	85.0	20.8	5	6	2	21.043849404817	105.872377154971	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Định Công	pr43288204	58.0	16.55	6	4	2	20.982994883203	105.835058064967	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại Sông Hồng Park View	pr43294029	111.0	7.9	3	2	-1	21.0148344762386	105.81726829049	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại đường Nguyễn Chí Thanh	pr43215894	45.0	17.4	6	6	2	21.0206348153906	105.808132281799	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại The Artemis	pr42919805	80.0	7.0	2	2	2	20.99971923705	105.828671726262	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại phường Cổ Nhuế 1	pr43263458	35.0	7.6	3	4	2	21.0499457766333	105.786259833421	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà biệt thự, liền kề tại Khu đô thị mới Văn Phú	pr43313704	68.0	19.5	4	5	2	20.957943117272443	105.76655349556134	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42908373	120.0	19.0	6	4	2	21.096425571199912	105.71203644346078	Đan Phượng	Hà Nội	Biệt thự	2	5
Căn hộ chung cư tại Sunshine City	pr40151117	99.0	7.2	3	2	-1	21.0849739153387	105.791450867874	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Đào Tấn	pr42675889	48.0	10.3	4	3	2	21.0326455119442	105.809293590475	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại phường Vạn Phúc	pr43221426	44.0	17.6	4	6	2	20.9802286911392	105.771864569554	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại The Sapphire 2 - Vinhomes Ocean Park	pr43020552	63.5	3.3	2	2	2	20.99122382872034	105.9407481293079	Gia Lâm	Hà Nội	Chung cư	1	8
Nhà riêng tại đường Lạc Long Quân	pr43316762	42.0	8.7	3	3	2	21.0557163340609	105.808813512174	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Mipec Rubik 360	pr43287551	83.9	8.66	2	2	2	21.03715499942289	105.78680226280164	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại The Sun Mễ Trì	pr43302139	98.0	7.2	3	2	2	21.0155533569468	105.780698924158	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà biệt thự, liền kề tại Khu đô thị Văn Khê	pr43233366	82.5	17.0	5	4	2	20.972522441318965	105.76190862451604	Hà Đông	Hà Nội	Biệt thự	2	9
Nhà riêng tại đường Nguyễn Cơ Thạch	pr37835793	35.0	13.0	5	6	2	21.0305339	105.7646653	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Căn hộ chung cư tại The Matrix One	pr43315557	125.4	14.7	3	2	2	21.00986564740728	105.77381207558965	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại King Palace	pr43256667	115.0	9.2	3	2	2	21.00113715394606	105.8157216703102	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà mặt phố tại đường Tân Mai	pr43312444	72.0	15.0	4	3	2	20.9835555648761	105.850066443431	Hoàng Mai	Hà Nội	Nhà riêng	3	13
Căn hộ chung cư tại phố Lê Văn Thiêm	pr43114669	100.0	8.2	3	2	2	21.0004540952796	105.804340224482	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà riêng tại đường Hoàng Hoa Thám	pr43276821	45.0	10.7	4	4	2	21.0386866210241	105.822592605067	Ba Đình	Hà Nội	Nhà riêng	3	1
Căn hộ chung cư tại Vinhomes West Point	pr43103799	96.0	10.2	3	2	2	21.0118827819824	105.786445617676	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Ngô Gia Tự	pr43316401	48.0	9.8	3	5	2	21.0657186800863	105.898119840847	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại Bình Minh Garden	pr43283947	79.0	15.7	5	6	2	21.068790025979883	105.88812864208914	Long Biên	Hà Nội	Biệt thự	2	14
Nhà riêng tại đường Phú Thượng	pr43249883	82.0	14.9	3	2	2	21.0835432432184	105.808278067999	Tây Hồ	Hà Nội	Nhà riêng	3	22
Căn hộ chung cư tại Green Diamond 93 Láng Hạ	pr43290080	137.0	17.3	3	2	2	21.01745309412212	105.81527582667115	Đống Đa	Hà Nội	Chung cư	1	7
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42060029	96.0	17.8	8	8	2	21.0933925834193	105.702827309426	Đan Phượng	Hà Nội	Biệt thự	2	5
Nhà riêng tại đường Nguyễn Văn Huyên	pr43287200	70.0	26.0	6	5	2	21.0382267383229	105.797573587721	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà riêng tại đường Trung Văn	pr43256832	61.0	12.8	4	4	2	20.98952661249	105.784982234239	Nam Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà riêng tại phố Lệ Mật	pr43011505	44.0	8.95	4	5	2	21.0548591878172	105.89968939110211	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Nguyễn Văn Cừ	pr43279907	58.0	18.0	4	3	2	21.0465521675327	105.877357101405	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr43304542	96.0	15.1	6	6	1	21.09608102349692	105.71242312751386	Đan Phượng	Hà Nội	Biệt thự	2	5
Nhà riêng tại đường Đặng Tiến Đông	pr43208359	44.0	13.5	3	6	2	21.0144391174425	105.821950937886	Đống Đa	Hà Nội	Nhà riêng	3	7
Nhà riêng tại đường Kiều Mai	pr43254659	52.0	15.3	5	5	2	21.0446489630463	105.751710130919	Bắc Từ Liêm	Hà Nội	Nhà riêng	3	28
Nhà mặt phố tại đường Bế Văn Đàn	pr42611367	50.0	12.0	4	3	2	20.9699676504651	105.77374980505	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Yên Hòa	pr43289995	30.0	7.98	3	3	2	21.0230370450285	105.794689340709	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Căn hộ chung cư tại Golden Park Tower	pr43248527	82.5	7.75	2	2	2	21.026789219016603	105.78770708864396	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại PentStudio	pr42634029	91.0	7.5	1	2	2	21.0644541604537	105.810148904108	Tây Hồ	Hà Nội	Chung cư	1	22
Nhà riêng tại phường Đức Giang	pr43253348	42.0	11.0	4	4	2	21.063951098932	105.895419343088	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr42903728	96.0	18.0	6	4	-1	21.096301687058563	105.7118422655341	Đan Phượng	Hà Nội	Biệt thự	2	5
Căn hộ chung cư tại Diamond Goldmark City	pr43315632	136.0	8.75	3	2	2	21.044617685076645	105.7669449825884	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Cầu Giấy Center Point	pr43302693	77.0	7.15	2	2	2	21.032196868607183	105.79967140175998	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại Sky City Towers-88 Láng Hạ	pr43215916	112.0	10.304	2	2	-1	21.0123775891901	105.810927489469	Đống Đa	Hà Nội	Chung cư	1	7
Nhà riêng tại phố Hào Nam	pr43315462	45.0	12.5	3	5	2	21.0254128675128	105.827645912831	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Iris Garden	pr43007779	100.0	7.58	3	2	2	21.03173109077209	105.75995857335472	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Khu đô thị mới Cổ Nhuế	pr38325874	111.0	7.1	3	2	2	21.05037572518401	105.78484418850309	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại The Emerald	pr43291128	141.0	11.0	4	3	2	21.02207687278361	105.77144654433334	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại phường Bồ Đề	pr43209201	45.0	11.5	4	3	2	21.0382760893436	105.87323640916	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại đường Cầu Đơ 5	pr43188370	41.0	11.9	4	5	2	20.9685794313642	105.776946647457	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại phố Lê Gia Định	pr43193847	28.0	9.8	3	3	2	21.0109950975235	105.854570745661	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Căn hộ chung cư tại Rivera Park Hà Nội	pr43301102	72.5	7.0	2	2	1	20.9990417246458	105.80893117831026	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại N01-T6 Ngoại Giao Đoàn	pr43316468	125.7	16.5	3	2	1	21.0635620974844	105.79667879014924	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại D’. Le Roi Soleil	pr43264504	88.0	12.8	2	2	2	21.06663508155795	105.8263476993908	Tây Hồ	Hà Nội	Chung cư	1	22
Nhà riêng tại đường Bát Khối	pr42845564	30.0	7.9	3	3	2	21.012719337903	105.904904356426	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà riêng tại phường Mỗ Lao	pr42800503	45.0	10.5	5	6	2	20.9848037270042	105.78466702932	Hà Đông	Hà Nội	Nhà riêng	3	9
Nhà riêng tại đường Vương Thừa Vũ	pr41283756	55.0	12.0	5	3	2	20.9981987186155	105.821990812375	Thanh Xuân	Hà Nội	Nhà riêng	3	26
Nhà riêng tại đường Nguyên Hồng	pr43314254	60.0	21.0	4	4	2	21.0157772726854	105.809570549754	Đống Đa	Hà Nội	Nhà riêng	3	7
Căn hộ chung cư tại Chung cư 282 Nguyễn Huy Tưởng	pr42478645	105.0	8.0	3	2	2	20.9961464890748	105.803386063029	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại The Terra An Hưng	pr43316155	140.0	9.24	4	3	2	20.97276610984256	105.75668057664632	Hà Đông	Hà Nội	Chung cư	1	9
Căn hộ chung cư tại GoldSeason	pr42908700	89.0	7.5	3	2	2	20.994636704435408	105.80621236718088	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Riverside Garden	pr43305739	85.0	7.0	3	2	2	20.99058796626252	105.81379055092911	Thanh Xuân	Hà Nội	Chung cư	1	26
Nhà biệt thự, liền kề tại Vinhomes Ocean Park Gia Lâm	pr43146482	100.0	21.0	4	4	2	21.001752903163915	105.96467998697578	Gia Lâm	Hà Nội	Biệt thự	2	8
Căn hộ chung cư tại Khu nhà ở Quân đội K35 Tân Mai	pr43160272	121.4	7.85	3	2	2	20.984246959850942	105.85095589705288	Hoàng Mai	Hà Nội	Chung cư	1	13
Căn hộ chung cư tại Indochina Plaza Hanoi	pr43316320	131.0	14.017	3	2	2	21.03644459903064	105.7822696141819	Cầu Giấy	Hà Nội	Chung cư	1	3
Căn hộ chung cư tại The Zei Mỹ Đình	pr43312980	108.0	9.0	3	2	2	21.0340310410498	105.769141740106	Nam Từ Liêm	Hà Nội	Chung cư	1	28
Nhà riêng tại đường Cầu Giấy	pr43276005	42.0	15.9	3	4	2	21.0320464890558	105.799449279517	Cầu Giấy	Hà Nội	Nhà riêng	3	3
Nhà biệt thự, liền kề tại Khu đô thị Geleximco - Lê Trọng Tấn	pr43284044	60.0	14.7	4	4	2	20.979065003381784	105.74239324341322	Hà Đông	Hà Nội	Biệt thự	2	9
Căn hộ chung cư tại Rivera Park Hà Nội	pr43258509	102.0	9.0	3	2	2	20.9992535849382	105.80840373904	Thanh Xuân	Hà Nội	Chung cư	1	26
Căn hộ chung cư tại Heritage West Lake	pr43273555	93.0	13.0	2	2	2	21.072992847472783	105.81280836051432	Tây Hồ	Hà Nội	Chung cư	1	22
Nhà riêng tại đường Phố Trạm	pr43303406	40.0	7.8	4	4	-1	21.0263733493853	105.893068184757	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại Vinhomes Wonder City	pr43220159	104.0	18.72	5	5	2	21.0958555550365	105.711582425856	Đan Phượng	Hà Nội	Biệt thự	2	5
Căn hộ chung cư tại Times City	pr43151484	110.0	10.0	3	2	-1	20.995264793550067	105.867910851215	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Căn hộ chung cư tại D’. El Dorado	pr42531049	146.0	24.0	4	3	2	21.07358459027043	105.80013719746988	Tây Hồ	Hà Nội	Chung cư	1	22
Căn hộ chung cư tại Green Pearl 378 Minh Khai	pr43291398	88.0	7.6	3	2	-1	20.996376372441983	105.86280065106962	Hai Bà Trưng	Hà Nội	Chung cư	1	10
Nhà riêng tại đường Giang Văn Minh	pr42763110	40.0	10.0	3	4	2	21.0320432973491	105.826757903342	Ba Đình	Hà Nội	Nhà riêng	3	1
Nhà riêng tại đường 19/5	pr43302331	55.0	13.5	5	4	2	20.9760154727527	105.789521274552	Hà Đông	Hà Nội	Nhà riêng	3	9
Căn hộ chung cư tại Hateco Laroma	pr43302322	110.0	13.0	3	2	-1	21.020917849912035	105.80680869177766	Đống Đa	Hà Nội	Chung cư	1	7
Căn hộ chung cư tại Jade Square	pr43228834	79.0	7.2	2	2	1	21.074478015421665	105.79133167144325	Bắc Từ Liêm	Hà Nội	Chung cư	1	28
Căn hộ chung cư tại Hyundai Hillstate	pr43273276	139.09	9.0	3	2	2	20.96334117440741	105.7729170776583	Hà Đông	Hà Nội	Chung cư	1	9
Nhà riêng tại đường Trần Khát Chân	pr43162736	35.0	8.3	3	4	2	21.0090150438596	105.858670068204	Hai Bà Trưng	Hà Nội	Nhà riêng	3	10
Nhà riêng tại đường Cổ Linh	pr43256260	52.0	7.9	3	3	2	21.0280863925475	105.892620612412	Long Biên	Hà Nội	Nhà riêng	3	14
Nhà biệt thự, liền kề tại Happy Land 1-5 Đông Anh	pr43147971	93.2	16.45	6	5	2	21.16814026671832	105.84614976308964	Đông Anh	Hà Nội	Biệt thự	2	6
